Time (s),Voltage (V)
0.830025,0.6157
0.830050,0.7374
0.830075,0.8736
0.830100,1.0081
0.830125,1.1121
0.830150,1.2088
0.830175,1.2902
0.830200,1.3684
0.830225,1.4739
0.830250,1.5827
0.830275,1.6947
0.830300,1.7914
0.830325,1.8865
0.830350,1.9881
0.830375,2.0920
0.830400,2.2113
0.830425,2.3168
0.830450,2.4152
0.830475,2.5143
0.830500,2.6110
0.830525,2.7117
0.830550,2.8068
0.830575,2.8906
0.830600,2.9656
0.830625,3.0357
0.830650,3.0969
0.830675,3.1485
0.830700,3.1896
0.830725,3.2194
0.830750,3.2371
0.830775,3.2468
0.830800,3.2468
0.830825,3.2379
0.830850,3.2186
0.830875,3.1856
0.830900,3.1429
0.830925,3.0913
0.830950,3.0300
0.830975,2.9607
0.831000,2.8850
0.831025,2.7971
0.831050,2.7053
0.831075,2.6134
0.831100,2.5127
0.831125,2.4160
0.831150,2.3193
0.831175,2.2193
0.831200,2.1138
0.831225,2.0010
0.831250,1.8881
0.831275,1.7801
0.831300,1.6899
0.831325,1.5908
0.831350,1.4884
0.831375,1.3724
0.831400,1.2314
0.831425,1.0968
0.831450,0.9477
0.831475,0.7994
0.831500,0.6721
0.831525,0.5520
0.831550,0.4505
0.831575,0.3610
0.831600,0.2740
0.831625,0.2015
0.831650,0.1402
0.831675,0.0919
0.831700,0.0580
0.831725,0.0347
0.831750,0.0210
0.831775,0.0169
0.831800,0.0218
0.831825,0.0395
0.831850,0.0701
0.831875,0.1120
0.831900,0.1644
0.831925,0.2289
0.831950,0.3078
0.831975,0.4005
0.832000,0.5045
0.832025,0.6173
0.832050,0.7325
0.832075,0.8639
0.832100,0.9856
0.832125,1.0968
0.832150,1.2007
0.832175,1.2902
0.832200,1.3893
0.832225,1.4812
0.832250,1.5787
0.832275,1.6730
0.832300,1.7689
0.832325,1.8777
0.832350,1.9913
0.832375,2.1097
0.832400,2.2161
0.832425,2.3193
0.832450,2.4144
0.832475,2.5127
0.832500,2.6182
0.832525,2.7149
0.832550,2.8068
0.832575,2.8866
0.832600,2.9599
0.832625,3.0333
0.832650,3.0961
0.832675,3.1509
0.832700,3.1912
0.832725,3.2186
0.832750,3.2371
0.832775,3.2452
0.832800,3.2468
0.832825,3.2371
0.832850,3.2170
0.832875,3.1840
0.832900,3.1412
0.832925,3.0905
0.832950,3.0325
0.832975,2.9648
0.833000,2.8850
0.833025,2.7971
0.833050,2.7053
0.833075,2.6150
0.833100,2.5215
0.833125,2.4184
0.833150,2.3128
0.833175,2.2016
0.833200,2.0968
0.833225,1.9953
0.833250,1.8954
0.833275,1.8019
0.833300,1.6939
0.833325,1.5924
0.833350,1.4860
0.833375,1.3587
0.833400,1.2265
0.833425,1.0952
0.833450,0.9485
0.833475,0.8099
0.833500,0.6834
0.833525,0.5577
0.833550,0.4505
0.833575,0.3562
0.833600,0.2724
0.833625,0.2007
0.833650,0.1394
0.833675,0.0919
0.833700,0.0572
0.833725,0.0330
0.833750,0.0193
0.833775,0.0153
0.833800,0.0201
0.833825,0.0387
0.833850,0.0693
0.833875,0.1112
0.833900,0.1660
0.833925,0.2297
0.833950,0.3078
0.833975,0.3989
0.834000,0.4980
0.834025,0.6149
0.834050,0.7390
0.834075,0.8671
0.834100,1.0001
0.834125,1.1129
0.834150,1.2168
0.834175,1.3168
0.834200,1.3949
0.834225,1.4852
0.834250,1.5779
0.834275,1.6714
0.834300,1.7850
0.834325,1.8833
0.834350,1.9889
0.834375,2.0944
0.834400,2.1992
0.834425,2.3120
0.834450,2.4168
0.834475,2.5240
0.834500,2.6223
0.834525,2.7166
0.834550,2.8060
0.834575,2.8850
0.834600,2.9632
0.834625,3.0349
0.834650,3.0969
0.834675,3.1493
0.834700,3.1888
0.834725,3.2178
0.834750,3.2371
0.834775,3.2468
0.834800,3.2468
0.834825,3.2379
0.834850,3.2178
0.834875,3.1840
0.834900,3.1429
0.834925,3.0905
0.834950,3.0300
0.834975,2.9583
0.835000,2.8793
0.835025,2.7955
0.835050,2.7093
0.835075,2.6247
0.835100,2.5215
0.835125,2.4176
0.835150,2.3120
0.835175,2.2024
0.835200,2.1105
0.835225,1.9985
0.835250,1.8873
0.835275,1.7785
0.835300,1.6722
0.835325,1.5859
0.835350,1.4844
0.835375,1.3643
0.835400,1.2330
0.835425,1.0927
0.835450,0.9477
0.835475,0.8107
0.835500,0.6761
0.835525,0.5536
0.835550,0.4497
0.835575,0.3586
0.835600,0.2772
0.835625,0.2031
0.835650,0.1402
0.835675,0.0919
0.835700,0.0564
0.835725,0.0338
0.835750,0.0210
0.835775,0.0169
0.835800,0.0218
0.835825,0.0395
0.835850,0.0701
0.835875,0.1136
0.835900,0.1668
0.835925,0.2297
0.835950,0.3054
0.835975,0.3925
0.836000,0.4980
0.836025,0.6149
0.836050,0.7390
0.836075,0.8744
0.836100,1.0089
0.836125,1.1121
0.836150,1.2088
0.836175,1.2910
0.836200,1.3700
0.836225,1.4755
0.836250,1.5835
0.836275,1.6955
0.836300,1.7914
0.836325,1.8865
0.836350,1.9881
0.836375,2.0920
0.836400,2.2097
0.836425,2.3160
0.836450,2.4152
0.836475,2.5135
0.836500,2.6110
0.836525,2.7101
0.836550,2.8068
0.836575,2.8914
0.836600,2.9656
0.836625,3.0373
0.836650,3.0969
0.836675,3.1477
0.836700,3.1904
0.836725,3.2178
0.836750,3.2363
0.836775,3.2452
0.836800,3.2452
0.836825,3.2379
0.836850,3.2178
0.836875,3.1872
0.836900,3.1429
0.836925,3.0905
0.836950,3.0300
0.836975,2.9591
0.837000,2.8842
0.837025,2.7963
0.837050,2.7053
0.837075,2.6134
0.837100,2.5119
0.837125,2.4152
0.837150,2.3185
0.837175,2.2193
0.837200,2.1138
0.837225,2.0010
0.837250,1.8889
0.837275,1.7801
0.837300,1.6891
0.837325,1.5900
0.837350,1.4876
0.837375,1.3716
0.837400,1.2314
0.837425,1.0968
0.837450,0.9485
0.837475,0.8002
0.837500,0.6713
0.837525,0.5520
0.837550,0.4505
0.837575,0.3610
0.837600,0.2748
0.837625,0.2015
0.837650,0.1394
0.837675,0.0911
0.837700,0.0572
0.837725,0.0338
0.837750,0.0210
0.837775,0.0161
0.837800,0.0210
0.837825,0.0387
0.837850,0.0693
0.837875,0.1120
0.837900,0.1644
0.837925,0.2305
0.837950,0.3086
0.837975,0.4013
0.838000,0.5053
0.838025,0.6165
0.838050,0.7325
0.838075,0.8631
0.838100,0.9856
0.838125,1.0968
0.838150,1.2007
0.838175,1.2902
0.838200,1.3885
0.838225,1.4812
0.838250,1.5787
0.838275,1.6730
0.838300,1.7689
0.838325,1.8777
0.838350,1.9913
0.838375,2.1097
0.838400,2.2161
0.838425,2.3193
0.838450,2.4152
0.838475,2.5127
0.838500,2.6182
0.838525,2.7133
0.838550,2.8060
0.838575,2.8866
0.838600,2.9591
0.838625,3.0341
0.838650,3.0961
0.838675,3.1501
0.838700,3.1904
0.838725,3.2186
0.838750,3.2371
0.838775,3.2460
0.838800,3.2476
0.838825,3.2379
0.838850,3.2178
0.838875,3.1832
0.838900,3.1412
0.838925,3.0905
0.838950,3.0325
0.838975,2.9664
0.839000,2.8850
0.839025,2.7979
0.839050,2.7061
0.839075,2.6150
0.839100,2.5215
0.839125,2.4176
0.839150,2.3120
0.839175,2.2016
0.839200,2.0968
0.839225,1.9953
0.839250,1.8954
0.839275,1.8019
0.839300,1.6947
0.839325,1.5932
0.839350,1.4876
0.839375,1.3595
0.839400,1.2273
0.839425,1.0952
0.839450,0.9485
0.839475,0.8107
0.839500,0.6842
0.839525,0.5585
0.839550,0.4513
0.839575,0.3562
0.839600,0.2732
0.839625,0.2007
0.839650,0.1402
0.839675,0.0919
0.839700,0.0572
0.839725,0.0338
0.839750,0.0201
0.839775,0.0161
0.839800,0.0210
0.839825,0.0387
0.839850,0.0685
0.839875,0.1104
0.839900,0.1652
0.839925,0.2297
0.839950,0.3070
0.839975,0.3989
0.840000,0.4972
0.840025,0.6157
0.840050,0.7390
0.840075,0.8679
0.840100,1.0009
0.840125,1.1129
0.840150,1.2177
0.840175,1.3168
0.840200,1.3958
0.840225,1.4844
0.840250,1.5779
0.840275,1.6714
0.840300,1.7842
0.840325,1.8841
0.840350,1.9881
0.840375,2.0944
0.840400,2.1992
0.840425,2.3120
0.840450,2.4168
0.840475,2.5232
0.840500,2.6223
0.840525,2.7149
0.840550,2.8068
0.840575,2.8842
0.840600,2.9623
0.840625,3.0349
0.840650,3.0961
0.840675,3.1485
0.840700,3.1888
0.840725,3.2178
0.840750,3.2371
0.840775,3.2468
0.840800,3.2468
0.840825,3.2388
0.840850,3.2170
0.840875,3.1840
0.840900,3.1421
0.840925,3.0889
0.840950,3.0292
0.840975,2.9575
0.841000,2.8793
0.841025,2.7963
0.841050,2.7101
0.841075,2.6247
0.841100,2.5232
0.841125,2.4184
0.841150,2.3128
0.841175,2.2032
0.841200,2.1114
0.841225,2.0001
0.841250,1.8873
0.841275,1.7785
0.841300,1.6722
0.841325,1.5859
0.841350,1.4844
0.841375,1.3643
0.841400,1.2338
0.841425,1.0927
0.841450,0.9493
0.841475,0.8123
0.841500,0.6769
0.841525,0.5544
0.841550,0.4505
0.841575,0.3602
0.841600,0.2780
0.841625,0.2039
0.841650,0.1410
0.841675,0.0919
0.841700,0.0572
0.841725,0.0338
0.841750,0.0210
0.841775,0.0161
0.841800,0.0218
0.841825,0.0387
0.841850,0.0701
0.841875,0.1136
0.841900,0.1668
0.841925,0.2297
0.841950,0.3046
0.841975,0.3925
0.842000,0.4972
0.842025,0.6149
0.842050,0.7382
0.842075,0.8736
0.842100,1.0089
0.842125,1.1121
0.842150,1.2088
0.842175,1.2910
0.842200,1.3684
0.842225,1.4739
0.842250,1.5827
0.842275,1.6939
0.842300,1.7914
0.842325,1.8865
0.842350,1.9881
0.842375,2.0920
0.842400,2.2097
0.842425,2.3160
0.842450,2.4144
0.842475,2.5135
0.842500,2.6118
0.842525,2.7117
0.842550,2.8084
0.842575,2.8914
0.842600,2.9656
0.842625,3.0365
0.842650,3.0969
0.842675,3.1477
0.842700,3.1896
0.842725,3.2186
0.842750,3.2371
0.842775,3.2460
0.842800,3.2460
0.842825,3.2371
0.842850,3.2178
0.842875,3.1856
0.842900,3.1421
0.842925,3.0897
0.842950,3.0300
0.842975,2.9599
0.843000,2.8850
0.843025,2.7979
0.843050,2.7061
0.843075,2.6142
0.843100,2.5119
0.843125,2.4152
0.843150,2.3177
0.843175,2.2193
0.843200,2.1138
0.843225,2.0010
0.843250,1.8889
0.843275,1.7793
0.843300,1.6883
0.843325,1.5892
0.843350,1.4868
0.843375,1.3716
0.843400,1.2314
0.843425,1.0968
0.843450,0.9477
0.843475,0.8002
0.843500,0.6713
0.843525,0.5528
0.843550,0.4505
0.843575,0.3602
0.843600,0.2748
0.843625,0.2007
0.843650,0.1394
0.843675,0.0919
0.843700,0.0580
0.843725,0.0347
0.843750,0.0210
0.843775,0.0161
0.843800,0.0218
0.843825,0.0395
0.843850,0.0701
0.843875,0.1128
0.843900,0.1644
0.843925,0.2297
0.843950,0.3078
0.843975,0.4013
0.844000,0.5045
0.844025,0.6165
0.844050,0.7325
0.844075,0.8631
0.844100,0.9848
0.844125,1.0968
0.844150,1.2007
0.844175,1.2902
0.844200,1.3877
0.844225,1.4812
0.844250,1.5779
0.844275,1.6730
0.844300,1.7689
0.844325,1.8777
0.844350,1.9913
0.844375,2.1089
0.844400,2.2153
0.844425,2.3185
0.844450,2.4144
0.844475,2.5127
0.844500,2.6190
0.844525,2.7149
0.844550,2.8076
0.844575,2.8866
0.844600,2.9599
0.844625,3.0333
0.844650,3.0961
0.844675,3.1501
0.844700,3.1912
0.844725,3.2186
0.844750,3.2371
0.844775,3.2468
0.844800,3.2468
0.844825,3.2388
0.844850,3.2178
0.844875,3.1840
0.844900,3.1404
0.844925,3.0905
0.844950,3.0316
0.844975,2.9640
0.845000,2.8842
0.845025,2.7971
0.845050,2.7061
0.845075,2.6150
0.845100,2.5215
0.845125,2.4176
0.845150,2.3128
0.845175,2.2016
0.845200,2.0968
0.845225,1.9953
0.845250,1.8946
0.845275,1.8019
0.845300,1.6939
0.845325,1.5932
0.845350,1.4868
0.845375,1.3595
0.845400,1.2273
0.845425,1.0944
0.845450,0.9477
0.845475,0.8099
0.845500,0.6826
0.845525,0.5577
0.845550,0.4505
0.845575,0.3554
0.845600,0.2724
0.845625,0.1999
0.845650,0.1394
0.845675,0.0919
0.845700,0.0572
0.845725,0.0338
0.845750,0.0201
0.845775,0.0169
0.845800,0.0218
0.845825,0.0395
0.845850,0.0693
0.845875,0.1112
0.845900,0.1652
0.845925,0.2297
0.845950,0.3078
0.845975,0.3981
0.846000,0.4980
0.846025,0.6149
0.846050,0.7390
0.846075,0.8679
0.846100,1.0001
0.846125,1.1137
0.846150,1.2177
0.846175,1.3176
0.846200,1.3966
0.846225,1.4852
0.846250,1.5779
0.846275,1.6714
0.846300,1.7842
0.846325,1.8833
0.846350,1.9881
0.846375,2.0944
0.846400,2.1976
0.846425,2.3104
0.846450,2.4152
0.846475,2.5215
0.846500,2.6215
0.846525,2.7149
0.846550,2.8060
0.846575,2.8850
0.846600,2.9632
0.846625,3.0357
0.846650,3.0969
0.846675,3.1493
0.846700,3.1896
0.846725,3.2178
0.846750,3.2379
0.846775,3.2468
0.846800,3.2460
0.846825,3.2379
0.846850,3.2170
0.846875,3.1848
0.846900,3.1429
0.846925,3.0905
0.846950,3.0300
0.846975,2.9583
0.847000,2.8793
0.847025,2.7955
0.847050,2.7093
0.847075,2.6247
0.847100,2.5223
0.847125,2.4176
0.847150,2.3120
0.847175,2.2032
0.847200,2.1105
0.847225,2.0001
0.847250,1.8881
0.847275,1.7785
0.847300,1.6722
0.847325,1.5851
0.847350,1.4836
0.847375,1.3635
0.847400,1.2330
0.847425,1.0927
0.847450,0.9485
0.847475,0.8123
0.847500,0.6769
0.847525,0.5544
0.847550,0.4505
0.847575,0.3602
0.847600,0.2780
0.847625,0.2031
0.847650,0.1410
0.847675,0.0911
0.847700,0.0572
0.847725,0.0338
0.847750,0.0210
0.847775,0.0169
0.847800,0.0226
0.847825,0.0395
0.847850,0.0709
0.847875,0.1128
0.847900,0.1660
0.847925,0.2289
0.847950,0.3046
0.847975,0.3925
0.848000,0.4980
0.848025,0.6157
0.848050,0.7390
0.848075,0.8744
0.848100,1.0089
0.848125,1.1121
0.848150,1.2088
0.848175,1.2902
0.848200,1.3684
0.848225,1.4739
0.848250,1.5827
0.848275,1.6939
0.848300,1.7914
0.848325,1.8865
0.848350,1.9881
0.848375,2.0928
0.848400,2.2105
0.848425,2.3168
0.848450,2.4144
0.848475,2.5135
0.848500,2.6118
0.848525,2.7117
0.848550,2.8076
0.848575,2.8914
0.848600,2.9648
0.848625,3.0357
0.848650,3.0961
0.848675,3.1477
0.848700,3.1896
0.848725,3.2186
0.848750,3.2379
0.848775,3.2468
0.848800,3.2476
0.848825,3.2388
0.848850,3.2186
0.848875,3.1864
0.848900,3.1429
0.848925,3.0905
0.848950,3.0308
0.848975,2.9599
0.849000,2.8850
0.849025,2.7963
0.849050,2.7053
0.849075,2.6134
0.849100,2.5119
0.849125,2.4152
0.849150,2.3177
0.849175,2.2193
0.849200,2.1138
0.849225,2.0010
0.849250,1.8889
0.849275,1.7801
0.849300,1.6899
0.849325,1.5908
0.849350,1.4876
0.849375,1.3716
0.849400,1.2314
0.849425,1.0976
0.849450,0.9485
0.849475,0.8010
0.849500,0.6721
0.849525,0.5528
0.849550,0.4505
0.849575,0.3602
0.849600,0.2748
0.849625,0.2007
0.849650,0.1402
0.849675,0.0919
0.849700,0.0580
0.849725,0.0338
0.849750,0.0201
0.849775,0.0153
0.849800,0.0210
0.849825,0.0387
0.849850,0.0693
0.849875,0.1128
0.849900,0.1644
0.849925,0.2297
0.849950,0.3086
0.849975,0.4013
0.850000,0.5037
0.850025,0.4658
0.850050,0.4416
0.850075,0.3683
0.850100,0.2756
0.850125,0.2015
0.850150,0.1402
0.850175,0.0911
0.850200,0.0572
0.850225,0.0338
0.850250,0.0210
0.850275,0.0169
0.850300,0.0218
0.850325,0.0395
0.850350,0.0701
0.850375,0.1128
0.850400,0.1660
0.850425,0.2297
0.850450,0.3054
0.850475,0.3933
0.850500,0.4980
0.850525,0.6157
0.850550,0.7382
0.850575,0.8744
0.850600,1.0081
0.850625,1.1121
0.850650,1.2088
0.850675,1.2902
0.850700,1.3684
0.850725,1.4731
0.850750,1.5827
0.850775,1.6939
0.850800,1.7914
0.850825,1.8865
0.850850,1.9881
0.850875,2.0928
0.850900,2.2097
0.850925,2.3160
0.850950,2.4136
0.850975,2.5135
0.851000,2.6110
0.851025,2.7109
0.851050,2.8076
0.851075,2.8906
0.851100,2.9664
0.851125,3.0365
0.851150,3.0969
0.851175,3.1485
0.851200,3.1896
0.851225,3.2194
0.851250,3.2371
0.851275,3.2468
0.851300,3.2476
0.851325,3.2379
0.851350,3.2186
0.851375,3.1864
0.851400,3.1421
0.851425,3.0905
0.851450,3.0308
0.851475,2.9599
0.851500,2.8850
0.851525,2.7971
0.851550,2.7053
0.851575,2.6134
0.851600,2.5119
0.851625,2.4152
0.851650,2.3185
0.851675,2.2185
0.851700,2.1138
0.851725,2.0001
0.851750,1.8881
0.851775,1.7793
0.851800,1.6891
0.851825,1.5900
0.851850,1.4876
0.851875,1.3716
0.851900,1.2314
0.851925,1.0976
0.851950,0.9485
0.851975,0.8002
0.852000,0.6713
0.852025,0.5528
0.852050,0.4505
0.852075,0.3610
0.852100,0.2756
0.852125,0.2015
0.852150,0.1402
0.852175,0.0919
0.852200,0.0572
0.852225,0.0338
0.852250,0.0201
0.852275,0.0161
0.852300,0.0218
0.852325,0.0395
0.852350,0.0701
0.852375,0.1136
0.852400,0.1652
0.852425,0.2305
0.852450,0.3095
0.852475,0.4013
0.852500,0.5053
0.852525,0.6165
0.852550,0.7333
0.852575,0.8631
0.852600,0.9864
0.852625,1.0960
0.852650,1.2007
0.852675,1.2894
0.852700,1.3877
0.852725,1.4812
0.852750,1.5779
0.852775,1.6730
0.852800,1.7681
0.852825,1.8777
0.852850,1.9905
0.852875,2.1089
0.852900,2.2153
0.852925,2.3185
0.852950,2.4168
0.852975,2.5143
0.853000,2.6207
0.853025,2.7158
0.853050,2.8068
0.853075,2.8866
0.853100,2.9591
0.853125,3.0341
0.853150,3.0969
0.853175,3.1501
0.853200,3.1904
0.853225,3.2186
0.853250,3.2371
0.853275,3.2460
0.853300,3.2476
0.853325,3.2388
0.853350,3.2178
0.853375,3.1840
0.853400,3.1412
0.853425,3.0905
0.853450,3.0325
0.853475,2.9648
0.853500,2.8850
0.853525,2.7971
0.853550,2.7053
0.853575,2.6142
0.853600,2.5207
0.853625,2.4176
0.853650,2.3120
0.853675,2.2016
0.853700,2.0968
0.853725,1.9953
0.853750,1.8946
0.853775,1.8019
0.853800,1.6939
0.853825,1.5924
0.853850,1.4860
0.853875,1.3595
0.853900,1.2273
0.853925,1.0952
0.853950,0.9485
0.853975,0.8091
0.854000,0.6834
0.854025,0.5577
0.854050,0.4505
0.854075,0.3562
0.854100,0.2724
0.854125,0.1999
0.854150,0.1394
0.854175,0.0919
0.854200,0.0572
0.854225,0.0338
0.854250,0.0201
0.854275,0.0161
0.854300,0.0210
0.854325,0.0387
0.854350,0.0693
0.854375,0.1112
0.854400,0.1652
0.854425,0.2297
0.854450,0.3078
0.854475,0.3989
0.854500,0.4988
0.854525,0.6157
0.854550,0.7398
0.854575,0.8679
0.854600,1.0001
0.854625,1.1129
0.854650,1.2177
0.854675,1.3168
0.854700,1.3966
0.854725,1.4852
0.854750,1.5779
0.854775,1.6722
0.854800,1.7850
0.854825,1.8841
0.854850,1.9889
0.854875,2.0944
0.854900,2.1992
0.854925,2.3120
0.854950,2.4160
0.854975,2.5240
0.855000,2.6223
0.855025,2.7158
0.855050,2.8068
0.855075,2.8858
0.855100,2.9632
0.855125,3.0357
0.855150,3.0969
0.855175,3.1485
0.855200,3.1896
0.855225,3.2178
0.855250,3.2371
0.855275,3.2476
0.855300,3.2468
0.855325,3.2396
0.855350,3.2178
0.855375,3.1848
0.855400,3.1429
0.855425,3.0889
0.855450,3.0292
0.855475,2.9567
0.855500,2.8793
0.855525,2.7955
0.855550,2.7101
0.855575,2.6247
0.855600,2.5223
0.855625,2.4176
0.855650,2.3120
0.855675,2.2024
0.855700,2.1105
0.855725,1.9985
0.855750,1.8873
0.855775,1.7785
0.855800,1.6714
0.855825,1.5851
0.855850,1.4836
0.855875,1.3635
0.855900,1.2338
0.855925,1.0927
0.855950,0.9493
0.855975,0.8123
0.856000,0.6769
0.856025,0.5544
0.856050,0.4505
0.856075,0.3594
0.856100,0.2772
0.856125,0.2031
0.856150,0.1402
0.856175,0.0911
0.856200,0.0572
0.856225,0.0338
0.856250,0.0210
0.856275,0.0161
0.856300,0.0218
0.856325,0.0395
0.856350,0.0701
0.856375,0.1136
0.856400,0.1668
0.856425,0.2297
0.856450,0.3054
0.856475,0.3925
0.856500,0.4980
0.856525,0.6149
0.856550,0.7374
0.856575,0.8736
0.856600,1.0073
0.856625,1.1121
0.856650,1.2080
0.856675,1.2902
0.856700,1.3684
0.856725,1.4739
0.856750,1.5827
0.856775,1.6939
0.856800,1.7906
0.856825,1.8865
0.856850,1.9881
0.856875,2.0920
0.856900,2.2105
0.856925,2.3160
0.856950,2.4152
0.856975,2.5135
0.857000,2.6110
0.857025,2.7109
0.857050,2.8068
0.857075,2.8906
0.857100,2.9656
0.857125,3.0365
0.857150,3.0969
0.857175,3.1485
0.857200,3.1896
0.857225,3.2186
0.857250,3.2363
0.857275,3.2460
0.857300,3.2460
0.857325,3.2379
0.857350,3.2186
0.857375,3.1856
0.857400,3.1421
0.857425,3.0905
0.857450,3.0300
0.857475,2.9599
0.857500,2.8842
0.857525,2.7963
0.857550,2.7053
0.857575,2.6126
0.857600,2.5111
0.857625,2.4144
0.857650,2.3177
0.857675,2.2193
0.857700,2.1146
0.857725,2.0018
0.857750,1.8897
0.857775,1.7810
0.857800,1.6891
0.857825,1.5908
0.857850,1.4884
0.857875,1.3716
0.857900,1.2314
0.857925,1.0960
0.857950,0.9477
0.857975,0.8002
0.858000,0.6721
0.858025,0.5528
0.858050,0.4505
0.858075,0.3602
0.858100,0.2740
0.858125,0.2007
0.858150,0.1394
0.858175,0.0919
0.858200,0.0580
0.858225,0.0347
0.858250,0.0210
0.858275,0.0161
0.858300,0.0218
0.858325,0.0387
0.858350,0.0701
0.858375,0.1128
0.858400,0.1644
0.858425,0.2297
0.858450,0.3086
0.858475,0.4013
0.858500,0.5045
0.858525,0.6165
0.858550,0.7325
0.858575,0.8631
0.858600,0.9856
0.858625,1.0976
0.858650,1.2015
0.858675,1.2902
0.858700,1.3885
0.858725,1.4812
0.858750,1.5779
0.858775,1.6730
0.858800,1.7689
0.858825,1.8777
0.858850,1.9921
0.858875,2.1089
0.858900,2.2153
0.858925,2.3185
0.858950,2.4136
0.858975,2.5119
0.859000,2.6174
0.859025,2.7133
0.859050,2.8060
0.859075,2.8850
0.859100,2.9591
0.859125,3.0333
0.859150,3.0961
0.859175,3.1509
0.859200,3.1904
0.859225,3.2194
0.859250,3.2371
0.859275,3.2452
0.859300,3.2460
0.859325,3.2363
0.859350,3.2162
0.859375,3.1840
0.859400,3.1404
0.859425,3.0913
0.859450,3.0325
0.859475,2.9648
0.859500,2.8858
0.859525,2.7971
0.859550,2.7061
0.859575,2.6142
0.859600,2.5199
0.859625,2.4168
0.859650,2.3112
0.859675,2.2008
0.859700,2.0960
0.859725,1.9945
0.859750,1.8946
0.859775,1.8011
0.859800,1.6947
0.859825,1.5924
0.859850,1.4860
0.859875,1.3587
0.859900,1.2265
0.859925,1.0944
0.859950,0.9485
0.859975,0.8099
0.860000,0.6834
0.860025,0.5585
0.860050,0.4505
0.860075,0.3562
0.860100,0.2732
0.860125,0.2007
0.860150,0.1402
0.860175,0.0927
0.860200,0.0572
0.860225,0.0338
0.860250,0.0201
0.860275,0.0161
0.860300,0.0218
0.860325,0.0387
0.860350,0.0693
0.860375,0.1112
0.860400,0.1652
0.860425,0.2297
0.860450,0.3078
0.860475,0.3989
0.860500,0.4972
0.860525,0.6149
0.860550,0.7390
0.860575,0.8671
0.860600,1.0009
0.860625,1.1129
0.860650,1.2177
0.860675,1.3168
0.860700,1.3958
0.860725,1.4852
0.860750,1.5779
0.860775,1.6722
0.860800,1.7850
0.860825,1.8841
0.860850,1.9897
0.860875,2.0944
0.860900,2.1992
0.860925,2.3112
0.860950,2.4160
0.860975,2.5240
0.861000,2.6231
0.861025,2.7174
0.861050,2.8068
0.861075,2.8858
0.861100,2.9632
0.861125,3.0349
0.861150,3.0961
0.861175,3.1485
0.861200,3.1888
0.861225,3.2178
0.861250,3.2371
0.861275,3.2468
0.861300,3.2476
0.861325,3.2379
0.861350,3.2170
0.861375,3.1848
0.861400,3.1429
0.861425,3.0913
0.861450,3.0300
0.861475,2.9583
0.861500,2.8793
0.861525,2.7955
0.861550,2.7085
0.861575,2.6247
0.861600,2.5223
0.861625,2.4176
0.861650,2.3128
0.861675,2.2024
0.861700,2.1105
0.861725,1.9993
0.861750,1.8881
0.861775,1.7785
0.861800,1.6722
0.861825,1.5859
0.861850,1.4836
0.861875,1.3643
0.861900,1.2330
0.861925,1.0919
0.861950,0.9485
0.861975,0.8123
0.862000,0.6769
0.862025,0.5544
0.862050,0.4505
0.862075,0.3602
0.862100,0.2772
0.862125,0.2031
0.862150,0.1410
0.862175,0.0911
0.862200,0.0572
0.862225,0.0338
0.862250,0.0210
0.862275,0.0161
0.862300,0.0218
0.862325,0.0387
0.862350,0.0701
0.862375,0.1136
0.862400,0.1660
0.862425,0.2297
0.862450,0.3046
0.862475,0.3925
0.862500,0.4980
0.862525,0.6149
0.862550,0.7390
0.862575,0.8744
0.862600,1.0089
0.862625,1.1121
0.862650,1.2088
0.862675,1.2902
0.862700,1.3684
0.862725,1.4739
0.862750,1.5819
0.862775,1.6939
0.862800,1.7906
0.862825,1.8865
0.862850,1.9873
0.862875,2.0920
0.862900,2.2105
0.862925,2.3160
0.862950,2.4152
0.862975,2.5143
0.863000,2.6118
0.863025,2.7109
0.863050,2.8076
0.863075,2.8906
0.863100,2.9648
0.863125,3.0357
0.863150,3.0961
0.863175,3.1477
0.863200,3.1896
0.863225,3.2186
0.863250,3.2371
0.863275,3.2468
0.863300,3.2468
0.863325,3.2388
0.863350,3.2186
0.863375,3.1864
0.863400,3.1421
0.863425,3.0905
0.863450,3.0308
0.863475,2.9599
0.863500,2.8850
0.863525,2.7963
0.863550,2.7053
0.863575,2.6134
0.863600,2.5127
0.863625,2.4152
0.863650,2.3177
0.863675,2.2193
0.863700,2.1130
0.863725,2.0010
0.863750,1.8881
0.863775,1.7801
0.863800,1.6891
0.863825,1.5900
0.863850,1.4876
0.863875,1.3716
0.863900,1.2314
0.863925,1.0968
0.863950,0.9485
0.863975,0.8002
0.864000,0.6729
0.864025,0.5528
0.864050,0.4505
0.864075,0.3610
0.864100,0.2748
0.864125,0.2007
0.864150,0.1394
0.864175,0.0911
0.864200,0.0564
0.864225,0.0338
0.864250,0.0201
0.864275,0.0161
0.864300,0.0218
0.864325,0.0387
0.864350,0.0701
0.864375,0.1120
0.864400,0.1644
0.864425,0.2297
0.864450,0.3086
0.864475,0.4013
0.864500,0.5053
0.864525,0.6173
0.864550,0.7333
0.864575,0.8639
0.864600,0.9856
0.864625,1.0968
0.864650,1.2007
0.864675,1.2902
0.864700,1.3885
0.864725,1.4812
0.864750,1.5779
0.864775,1.6730
0.864800,1.7689
0.864825,1.8777
0.864850,1.9913
0.864875,2.1097
0.864900,2.2161
0.864925,2.3193
0.864950,2.4152
